Pais,SICCODE_Codigo,Descripcion,Riesgo,Codseccion,Descrip seccion
CFC,6619,Actividades financieras y de seguros,Bajo,"K         ",Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
CFC,6621,Actividades financieras y de seguros,Bajo,"K         ",Actividades de agentes y corredores de seguros
CFC,6629,Actividades financieras y de seguros,Bajo,"K         ","""""""Evaluación de riesgos y daños"
CFC,6630,Actividades financieras y de seguros,Bajo,"K         ",Actividades de administración de fondos
CFC,6810,Actividades inmobiliarias,Medio,"L         ",Actividades inmobiliarias realizadas con bienes propios o arrendados
CFC,6820,Actividades inmobiliarias,Medio,"L         ",Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
CFC,6910,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades jurídicas
CFC,6920,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ","""""""Actividades de contabilidad"
CFC,7010,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades de administración empresarial
CFC,7020,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades de consultaría de gestión
CFC,7110,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica
CFC,7120,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Ensayos y análisis técnicos
CFC,7210,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
CFC,7220,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
CFC,7310,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Publicidad
CFC,7320,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Estudios de mercado y realización de encuestas de opinión pública
CFC,7410,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades especializadas de diseño
CFC,7420,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades de fotografía
CFC,7490,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ","""""""Otras actividades profesionales"
CFC,7500,"""Actividades profesionales, científicas y técnicas""",Medio,"M         ",Actividades veterinarias
CFC,7710,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Alquiler y arrendamiento de vehículos automotores
CFC,7721,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Alquiler y arrendamiento de equipo recreativo y deportivo
CFC,7722,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Alquiler de videos y discos
CFC,7729,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
CFC,7730,Actividades de servicios administrativos y de apoyo,Medio,"N         ","""""""Alquiler y arrendamiento de otros tipos de maquinaria"
CFC,7740,Actividades de servicios administrativos y de apoyo,Medio,"N         ","""""""Arrendamiento de propiedad intelectual y productos similares"
CFC,7810,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de agencias de empleo
CFC,7820,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de agencias de empleo temporal
CFC,7830,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Otras actividades de suministro de recurso humano
CFC,7911,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de las agencias de viaje
CFC,7912,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de operadores turísticos
CFC,7990,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Otros servicios de reserva y actividades relacionadas
CFC,8010,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de seguridad privada
CFC,8020,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de servicios de sistemas de seguridad
CFC,8030,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de detectives e investigadores privados
CFC,8110,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades combinadas de apoyo a instalaciones
CFC,8121,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Limpieza general interior de edificios
CFC,8129,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Otras actividades de limpieza de edificios e instalaciones industriales
CFC,8130,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de paisajismo y servicios de mantenimiento conexos
CFC,8211,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades combinadas de servicios administrativos de oficina
CFC,8219,Actividades de servicios administrativos y de apoyo,Medio,"N         ","""""""Fotocopiado"
CFC,8220,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de centros de llamadas (Call center)
CFC,8230,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Organización de convenciones y eventos comerciales
CFC,8291,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de agencias de cobranza y oficinas de calificación crediticia
CFC,8292,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Actividades de envase y empaque
CFC,8299,Actividades de servicios administrativos y de apoyo,Medio,"N         ",Otras actividades de servicio de apoyo a las empresas n.c.p.
CFC,8411,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Actividades legislativas de la administración pública
CFC,8412,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Actividades ejecutivas de la administración pública
CFC,8413,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ","""Regulación de las actividades de organismos que prestan servicios de salud"
CFC,8414,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Actividades reguladoras y facilitadoras de la actividad económica
CFC,8415,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Actividades de los otros órganos de control
CFC,8421,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Relaciones exteriores
CFC,8422,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Actividades de defensa
CFC,8423,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Orden público y actividades de seguridad
CFC,8424,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Administración de justicia
CFC,8430,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Bajo,"O         ",Actividades de planes de Seguridad Social de afiliación obligatoria
CFC,8511,Enseñanza,Bajo,"P         ",Educación de la primera infancia
CFC,8512,Enseñanza,Bajo,"P         ",Educación preescolar
CFC,8513,Enseñanza,Bajo,"P         ",Educación básica primaria
CFC,8521,Enseñanza,Bajo,"P         ",Educación básica secundaria
CFC,8522,Enseñanza,Bajo,"P         ",Educación media académica
CFC,8523,Enseñanza,Bajo,"P         ",Educación media técnica y de formación laboral
CFC,8530,Enseñanza,Bajo,"P         ",Establecimientos que combinan diferentes niveles de educación
CFC,8541,Enseñanza,Bajo,"P         ",Educación técnica profesional
CFC,8542,Enseñanza,Bajo,"P         ",Educación tecnológica
CFC,8543,Enseñanza,Bajo,"P         ",Educación de instituciones universitarias o de escuelas tecnológicas
CFC,8544,Enseñanza,Bajo,"P         ",Educación de universidades
CFC,8551,Enseñanza,Bajo,"P         ",Formación académica no formal
CFC,8552,Enseñanza,Bajo,"P         ",Enseñanza deportiva y recreativa
CFC,8553,Enseñanza,Bajo,"P         ",Enseñanza cultural
CFC,8559,Enseñanza,Bajo,"P         ",Otros tipos de educación n.c.p.
CFC,8560,Enseñanza,Bajo,"P         ",Actividades de apoyo a la educación
CFC,8610,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ","""""""Actividades de hospitales y clínicas"
CFC,8621,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ","""""""Actividades de la práctica médica"
CFC,8622,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Actividades de la práctica odontológica
CFC,8691,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Actividades de apoyo diagnóstico
CFC,8692,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Actividades de apoyo terapéutico
CFC,8699,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Otras actividades de atención de la salud humana
CFC,8710,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Actividades de atención residencial medicalizada de tipo general
CFC,8720,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ","""""""Actividades de atención residencial"
CFC,8730,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas
CFC,8790,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Otras actividades de atención en instituciones con alojamiento
CFC,8810,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas
CFC,8890,Actividades de atención de la salud humana y de asistencia social,Bajo,"Q         ",Otras actividades de asistencia social sin alojamiento
CFC,9001,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Creación literaria
CFC,9002,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Creación musical
CFC,9003,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Creación teatral
CFC,9004,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Creación audiovisual
CFC,9005,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Artes plásticas y visuales
CFC,9006,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Actividades teatrales
CFC,9007,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Actividades de espectáculos musicales en vivo
CFC,9008,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Otras actividades de espectáculos en vivo
CFC,9009,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Otras actividades de espectáculos en vivo
CFC,9101,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Actividades de Bibliotecas y archivos
CFC,9102,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ","""""""Actividades y funcionamiento de museos"
CFC,9103,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ","""""""Actividades de jardines botánicos"
CFC,9200,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Actividades de juegos de azar y apuestas
CFC,9311,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Gestión de instalaciones deportivas
CFC,9312,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Actividades de clubes deportivos
CFC,9319,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Otras actividades deportivas
CFC,9321,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Actividades de parques de atracciones y parques temáticos
CFC,9329,"""Actividades artísticas, de entretenimiento y recreativas""",Alto,"R         ",Otras actividades recreativas y de esparcimiento n.c.p.
CFC,9411,Otras actividades de servicios,Medio,"S         ",Actividades de asociaciones empresariales y de empleadores
CFC,9412,Otras actividades de servicios,Medio,"S         ",Actividades de asociaciones profesionales
CFC,9420,Otras actividades de servicios,Medio,"S         ",Actividades de sindicatos de empleados
CFC,9491,Otras actividades de servicios,Medio,"S         ",Actividades de asociaciones religiosas
CFC,9492,Otras actividades de servicios,Medio,"S         ",Actividades de asociaciones políticas
CFC,9499,Otras actividades de servicios,Medio,"S         ",Actividades de otras asociaciones n.c.p.
CFC,9511,Otras actividades de servicios,Medio,"S         ",Mantenimiento y reparación de computadores y de equipo periférico
CFC,9512,Otras actividades de servicios,Medio,"S         ",Mantenimiento y reparación de equipos de comunicación
CFC,9521,Otras actividades de servicios,Medio,"S         ",Mantenimiento y reparación de aparatos electrónicos de consumo
CFC,9522,Otras actividades de servicios,Medio,"S         ",Mantenimiento y reparación de aparatos domésticos y equipos domésticos y de jardinería
CFC,9523,Otras actividades de servicios,Medio,"S         ",Reparación de calzado y artículos de cuero
CFC,9524,Otras actividades de servicios,Medio,"S         ",Reparación de muebles y accesorios para el hogar
CFC,9529,Otras actividades de servicios,Medio,"S         ",Mantenimiento y reparación de otros efectos personales y enseres domésticos
CFC,9601,Otras actividades de servicios,Medio,"S         ","""""""Lavado y limpieza"
CFC,9602,Otras actividades de servicios,Medio,"S         ",Peluquería y otros tratamientos de belleza
CFC,9603,Otras actividades de servicios,Medio,"S         ",Pompas fúnebres y actividades relacionadas
CFC,9609,Otras actividades de servicios,Medio,"S         ",Otras actividades de servicios personales n.c.p.
CFC,9700,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como produc,Bajo,"T         ",Actividades de los hogares individuales como empleadores de personal doméstico
CFC,9810,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como produc,Bajo,"T         ",Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio
CFC,9820,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como produc,Bajo,"T         ",Actividades no diferenciadas de los hogares individuales como productores de servicios para uso prop
CFC,9900,Actividades de organizaciones y órganos extraterritoriales,Bajo,"U         ",Actividades de organizaciones y entidades extraterritoriales
PAN,10,CULTIVOS EN GENERAL,Medio,NULL,NULL
PAN,20,CRIA DE ANIMALES DOMESTICOS,Bajo,NULL,NULL
PAN,30,CAZA,NULL,NULL,NULL
PAN,40,"SILVICULTURA, EXTRACCION DE MADERA SERVICIOS RELACIONADOS",Medio,NULL,NULL
PAN,50,PESCA,Bajo,NULL,NULL
PAN,60,EXPLOTACION DE MINAS Y CANTERAS,Bajo,NULL,NULL
PAN,70,CONSTRUCCION,Medio,NULL,NULL
PAN,80,FABRICACION DE PRODUCTOS ALIMENTICIOS,Bajo,NULL,NULL
PAN,90,FABRICACION DE ROPAS Y OTROS PRODUCTOS TEXTILES,Medio,NULL,NULL
PAN,100,FABRICACION DE OTROS PRODUCTOS NO CLASIFICADOS ANTERIORMENTE,Medio,NULL,NULL
PAN,110,PUBLICACIONES Y SERVICIOS DE IMPRESION (PERIOD. REVIS.EDI,Medio,NULL,NULL
PAN,120,TRANSPORTE,Medio,NULL,NULL
PAN,130,COMUNICACIONES,Bajo,NULL,NULL
PAN,140,"ELECTRICIDAD,GAS Y AGUA",Bajo,NULL,NULL
PAN,150,VENTA DE MERCANCIAS DURABLES,Medio,NULL,NULL
PAN,160,VENTA DE MERCANCIAS NO DURABLES,Bajo,NULL,NULL
PAN,170,ACTIVIDAD COMERCIAL EN ZONAS FRANCAS,Alto,NULL,NULL
PAN,180,TIENDAS DE MERCANCIAS,Medio,NULL,NULL
PAN,190,FINANCIERO Y SEGUROS,Medio,NULL,NULL
PAN,200,HOTELES Y RESTAURANTES,Alto,NULL,NULL
PAN,210,OTROS SERVICIOS,Medio,NULL,NULL
PAN,220,EDUCACION PUBLICA,Bajo,NULL,NULL
PAN,230,EDUCACION PRIVADA,Medio,NULL,NULL
PAN,240,SALUD PUBLICA,Bajo,NULL,NULL
PAN,250,SALUD PRIVADA,Bajo,NULL,NULL
PAN,260,ACTIVIDADES DEL GOBIERNO,Bajo,NULL,NULL
PAN,270,EMPLEO INFORMAL,Alto,NULL,NULL
PAN,280,INDEPENDIENTES (PROFESIONALES Y PEQUEÑOS EMPRESARIOS),Medio,NULL,NULL
PAN,290,EMPRESAS COMERCIALIZADORAS DE EQUIPOS E INSUMOS MÉDICOS,Bajo,NULL,NULL
PAN,300,ASEGURADORAS,Bajo,NULL,NULL
PAN,310,CASA DE VALORES,Bajo,NULL,NULL
PAN,320,ADMINISTRADORA DE FONDOS DE TERCEROS (PENSIÓN Y CESANTÍA),Medio,NULL,NULL
PAN,330,"ADM.INVERSIONISTA DE BIENES Y FONDOS (S.A., FID. FUNDACIÓN)",Medio,NULL,NULL
PAN,340,EMPRESAS FINANCIERAS O COOPERATIVAS,Bajo,NULL,NULL
PAN,350,ADM. INVERSIONISTAS DE BIENES O FONDOS (ONG),Medio,NULL,NULL
PAN,360,CONTADOR INDEPENDIENTE,Medio,NULL,NULL
PAN,370,BUFETE DE ABOGADOS,Medio,NULL,NULL
PAN,380,FIRMA DE CONTADORES,Medio,NULL,NULL
PAN,390,EMPRESA DE BIENES RAÍCES,Medio,NULL,NULL
PAN,400,JOYERÍA (PERSONA JURÍDICA),NULL,NULL,NULL
PAN,410,"VENTA DE ANTIGUEDADES, ARTE, ART. DE COLECCIÓN",NULL,NULL,NULL
PAN,420,VENTA DE ARTÍCULOS DE CUERO,NULL,NULL,NULL
PAN,430,AGENCIA DE VIAJES,Alto,NULL,NULL
PAN,440,CASA DE EMPEÑO,Bajo,NULL,NULL
PAN,450,"CASA DE CAMBIO DE BILLETES, MONEDAS Y DOC. NEGOCIABLES",Medio,NULL,NULL
PAN,460,EMPRESA AVALUADORA,Medio,NULL,NULL
PAN,470,CASA DE COMPRA Y VENTA DE DIVISAS(FOREX),NULL,NULL,NULL
PAN,480,CASINOS Y OTROS NEGOCIOS RELACIONADOS,Alto,NULL,NULL
PAN,490,REMESADO DE DINERO,NULL,NULL,NULL
PAN,500,BANCO PANTALLA,NULL,NULL,NULL
PAN,510,INTERNET CAFÉ Y SIMILARES,Alto,NULL,NULL
PAN,520,"NEGOCIO QUE SURTE EFECTOS A TRAVÉS DE INTERNET(APUESTAS,ETC)",Bajo,NULL,NULL
PAN,521,NA,Medio,NULL,NULL
PAN,530," ADM. INVERSIONISTAS DE BIENES Y FONDOS (S.A., FID. FUNDACIÓ",NULL,NULL,NULL
PAN,540,INVERSIONISTA DOCUMENTADO(PERSONA NATURAL O JURÍDICO),Medio,NULL,NULL
PAN,550,SIN TRABAJO/SIN ACTIVIDAD ECONOMICA CONOCIDA,NULL,NULL,NULL
PAN,560,INDEPENDIENTE,NULL,NULL,NULL
PAN,570,CUSTODIA Y TRASLADO DE VALORES,Bajo,NULL,NULL
PAN,580,SERVICIOS DE VIGILANCIA Y SEGURIDAD PRIVADA,Medio,NULL,NULL
PAN,590,SUMINISTRO Y SERVICIO TECNICO DE EQUIPOS DE TECNOLOGIA,Bajo,NULL,NULL
PAN,600,ACTIVIDADES DEPORTIVAS Y RECREATIVAS,Alto,NULL,NULL
PAN,610,AGENCIAS DE EMPLEO,Medio,NULL,NULL
PAN,620,ACTIVIDADES DE CENTROS DE LLAMADAS,Bajo,NULL,NULL
PAN,630,SERVICIOS PARA TRANSPORTE MARITIMO,Medio,NULL,NULL
PAN,640,INSTALACIONES ELECTRICAS,Bajo,NULL,NULL
PAN,650,ACTIVIDADES DE LIMPIEZA EN GENERAL,Medio,NULL,NULL
PAN,660,SERVICIOS DE INGENIERIA,Medio,NULL,NULL
PAN,670,ADMINISTRACION DE EDIFICIOS Y PH,Bajo,NULL,NULL
PAN,14401,NA,Medio,NULL,NULL
SAL,-1000,Sin Sector Asignado,Alto,NULL,NULL
SAL,10,CONSTRUCCION,NULL,NULL,NULL
SAL,20,CRIA DE ANIMALES DOMESTICOS,NULL,NULL,NULL
SAL,40,"""SILVICULTURA, EXTRACCION DE MADERA SERVICIOS RELACIONADOS""",Bajo,NULL,NULL
SAL,50,PESCA,NULL,NULL,NULL
SAL,60,EXPLOTACION DE MINAS Y CANTERAS,NULL,NULL,NULL
SAL,70,CONSTRUCCION,Medio,NULL,NULL
SAL,80,FABRICACION DE PRODUCTOS ALIMENTICIOS,Bajo,NULL,NULL
SAL,90,FABRICACION DE ROPAS Y OTROS PRODUCTOS TEXTILES,Medio,NULL,NULL
SAL,100,FABRICACION DE OTROS PRODUCTOS NO CLASIFICADOS ANTERIORMENTE,Medio,NULL,NULL
SAL,110,PUBLICACIONES Y SERVICIOS DE IMPRESION (PERIOD. REVIS.EDI,Medio,NULL,NULL
SAL,120,TRANSPORTE,Medio,NULL,NULL
SAL,130,COMUNICACIONES,Bajo,NULL,NULL
SAL,140,"""ELECTRICIDAD,GAS Y AGUA""",Bajo,NULL,NULL
SAL,150,VENTA DE MERCANCIAS DURABLES,Bajo,NULL,NULL
SAL,160,VENTA DE MERCANCIAS NO DURABLES,Bajo,NULL,NULL
SAL,170,ACTIVIDAD COMERCIAL EN ZONAS FRANCAS,Medio,NULL,NULL
SAL,180,TIENDAS DE MERCANCIAS,Medio,NULL,NULL
SAL,190,FINANCIERO Y SEGUROS,Medio,NULL,NULL
SAL,200,HOTELES Y RESTAURANTES,Alto,NULL,NULL
SAL,210,OTROS SERVICIOS,Medio,NULL,NULL
SAL,220,EDUCACION PUBLICA,Bajo,NULL,NULL
SAL,230,EDUCACION PRIVADA,Bajo,NULL,NULL
SAL,240,SALUD PUBLICA,Bajo,NULL,NULL
SAL,250,SALUD PRIVADA,Bajo,NULL,NULL
SAL,260,ACTIVIDADES DEL GOBIERNO,Bajo,NULL,NULL
SAL,270,EMPRESAS DE TELECOMUNICACIONES,Alto,NULL,NULL
SAL,280,ABOGADO INDEPENDIENTE (DOCUMENTADO),Medio,NULL,NULL
SAL,290,EMPRESAS COMERCIALIZADORAS DE EQUIPOS E INSUMOS MÉDICOS,Bajo,NULL,NULL
SAL,300,EMPLEO INFORMAL,NULL,NULL,NULL
SAL,310,CASA DE VALORES,NULL,NULL,NULL
SAL,320,INDEPENDIENTES,NULL,NULL,NULL
SAL,330,INGRESOS PROVENIENTES DEL EXTERIOR,NULL,NULL,NULL
SAL,340,EMPRESAS FINANCIERAS O COOPERATIVAS,Bajo,NULL,NULL
SAL,350,FALLECIDO,NULL,NULL,NULL
SAL,360,CONTADOR INDEPENDIENTE (DOCUMENTADO),Medio,NULL,NULL
SAL,380,FIRMA DE CONTADORES,Medio,NULL,NULL
SAL,390,EMPRESA DE BIENES RAÍCES,Medio,NULL,NULL
SAL,400,PENSIONADOS Y JUBILADOS,NULL,NULL,NULL
SAL,410,ALMACENAMIENTO Y TRANSPORTE DE MERCANCIAS,Bajo,NULL,NULL
SAL,420,SERVICIOS COMERCIALES (CONSULTORIA-ASESORIAS),Bajo,NULL,NULL
SAL,430,LAVANDERIAS Y/O DRY CLEANING,Bajo,NULL,NULL
SAL,440,ORGANIZACIONES RELIGIOSAS,Bajo,NULL,NULL
SAL,450,SERVICIOS SOCIALES (SIN ANIMO DE LUCRO),Bajo,NULL,NULL
SAL,460,AGENCIAS INFORMACION COMERCIAL (INV MDOS),Bajo,NULL,NULL
SAL,470,PROGRAMACION DE ORDENADORES Y  DESARROLLO SOFTWARE,Bajo,NULL,NULL
SAL,480,SERVICIOS DE SEGURIDAD EN GRAL,Bajo,NULL,NULL
SAL,490,AGENCIAS DE EMPREO PROVISIONAL (OUTSORCING),Bajo,NULL,NULL
SAL,500,"SERVICIOS DE TALLER, REPARACIÓN Y MANTENIMIENTO",Bajo,NULL,NULL
SAL,510,AGENCIAS DE VIAJES,Bajo,NULL,NULL
SAL,520,SERVICIOS FUNEBRES,Bajo,NULL,NULL
