"","time","DAX","SMI","CAC","FTSE"
"1",1991,1628.75,1678.1,1772.8,2443.6
"2",1991.00430338892,1613.63,1688.5,1750.5,2460.2
"3",1991.00860677784,1606.51,1678.6,1718,2448.2
"4",1991.01291016676,1621.04,1684.1,1708.1,2470.4
"5",1991.01721355568,1618.16,1686.6,1723.1,2484.7
"6",1991.02151694459,1610.61,1671.6,1714.3,2466.8
"7",1991.02582033351,1630.75,1682.9,1734.5,2487.9
"8",1991.03012372243,1640.17,1703.6,1757.4,2508.4
"9",1991.03442711135,1635.47,1697.5,1754,2510.5
"10",1991.03873050027,1645.89,1716.3,1754.3,2497.4
"11",1991.04303388919,1647.84,1723.8,1759.8,2532.5
"12",1991.04733727811,1638.35,1730.5,1755.5,2556.8
"13",1991.05164066703,1629.93,1727.4,1758.1,2561
"14",1991.05594405594,1621.49,1733.3,1757.5,2547.3
"15",1991.06024744486,1624.74,1734,1763.5,2541.5
"16",1991.06455083378,1627.63,1728.3,1762.8,2558.5
"17",1991.0688542227,1631.99,1737.1,1768.9,2587.9
"18",1991.07315761162,1621.18,1723.1,1778.1,2580.5
"19",1991.07746100054,1613.42,1723.6,1780.1,2579.6
"20",1991.08176438946,1604.95,1719,1767.7,2589.3
"21",1991.08606777838,1605.75,1721.2,1757.9,2595
"22",1991.09037116729,1616.67,1725.3,1756.6,2595.6
"23",1991.09467455621,1619.29,1727.2,1754.7,2588.8
"24",1991.09897794513,1620.49,1727.2,1766.8,2591.7
"25",1991.10328133405,1619.67,1731.6,1766.5,2601.7
"26",1991.10758472297,1623.07,1724.1,1762.2,2585.4
"27",1991.11188811189,1613.98,1716.9,1759.5,2573.3
"28",1991.11619150081,1631.87,1723.4,1782.4,2597.4
"29",1991.12049488973,1630.37,1723,1789.5,2600.6
"30",1991.12479827864,1633.47,1728.4,1783.5,2570.6
"31",1991.12910166756,1626.55,1722.1,1780.4,2569.4
"32",1991.13340505648,1650.43,1724.5,1808.8,2584.9
"33",1991.1377084454,1650.06,1733.6,1820.3,2608.8
"34",1991.14201183432,1654.11,1739,1820.3,2617.2
"35",1991.14631522324,1653.6,1726.2,1820.3,2621
"36",1991.15061861216,1501.82,1587.4,1687.5,2540.5
"37",1991.15492200108,1524.28,1630.6,1725.6,2554.5
"38",1991.15922538999,1603.65,1685.5,1792.9,2601.9
"39",1991.16352877891,1622.49,1701.3,1819.1,2623
"40",1991.16783216783,1636.68,1718,1833.5,2640.7
"41",1991.17213555675,1652.1,1726.2,1853.4,2640.7
"42",1991.17643894567,1645.81,1716.6,1849.7,2619.8
"43",1991.18074233459,1650.36,1725.8,1851.8,2624.2
"44",1991.18504572351,1651.55,1737.4,1857.7,2638.2
"45",1991.18934911243,1649.88,1736.6,1864.3,2645.7
"46",1991.19365250134,1653.52,1732.4,1863.5,2679.6
"47",1991.19795589026,1657.51,1731.2,1873.2,2669
"48",1991.20225927918,1649.55,1726.9,1860.8,2664.6
"49",1991.2065626681,1649.09,1727.8,1868.7,2663.3
"50",1991.21086605702,1646.41,1720.2,1860.4,2667.4
"51",1991.21516944594,1638.65,1715.4,1855.9,2653.2
"52",1991.21947283486,1625.8,1708.7,1840.5,2630.8
"53",1991.22377622378,1628.64,1713,1842.6,2626.6
"54",1991.22807961269,1632.22,1713.5,1861.2,2641.9
"55",1991.23238300161,1633.65,1718,1876.2,2625.8
"56",1991.23668639053,1631.17,1701.7,1878.3,2606
"57",1991.24098977945,1635.8,1701.7,1878.4,2594.4
"58",1991.24529316837,1621.27,1684.9,1869.4,2583.6
"59",1991.24959655729,1624.7,1687.2,1880.4,2588.7
"60",1991.25389994621,1616.13,1690.6,1885.5,2600.3
"61",1991.25820333513,1618.12,1684.3,1888.4,2579.5
"62",1991.26250672405,1627.8,1679.9,1885.2,2576.6
"63",1991.26681011296,1625.79,1672.9,1877.9,2597.8
"64",1991.27111350188,1614.8,1663.1,1876.5,2595.6
"65",1991.2754168908,1612.8,1669.3,1883.8,2599
"66",1991.27972027972,1605.47,1664.7,1880.6,2621.7
"67",1991.28402366864,1609.32,1672.3,1887.4,2645.6
"68",1991.28832705756,1607.48,1687.7,1878.3,2644.2
"69",1991.29263044648,1607.48,1686.8,1867.1,2625.6
"70",1991.2969338354,1604.89,1686.6,1851.9,2624.6
"71",1991.30123722431,1589.12,1675.8,1843.6,2596.2
"72",1991.30554061323,1582.27,1677.4,1848.1,2599.5
"73",1991.30984400215,1567.99,1673.2,1843.4,2584.1
"74",1991.31414739107,1568.16,1665,1843.6,2570.8
"75",1991.31845077999,1569.71,1671.3,1833.8,2555
"76",1991.32275416891,1571.74,1672.4,1833.4,2574.5
"77",1991.32705755783,1585.41,1676.2,1856.9,2576.7
"78",1991.33136094675,1570.01,1692.6,1863.4,2579
"79",1991.33566433566,1561.89,1696.5,1855.5,2588.7
"80",1991.33996772458,1565.18,1716.1,1864.2,2601.1
"81",1991.3442711135,1570.34,1713.3,1846,2575.7
"82",1991.34857450242,1577,1705.1,1836.8,2559.5
"83",1991.35287789134,1590.29,1711.3,1830.4,2561.1
"84",1991.35718128026,1572.72,1709.8,1831.6,2528.3
"85",1991.36148466918,1572.07,1688.6,1834.8,2514.7
"86",1991.3657880581,1579.19,1698.9,1852.1,2558.5
"87",1991.37009144701,1588.73,1700,1849.8,2553.3
"88",1991.37439483593,1586.01,1693,1861.8,2577.1
"89",1991.37869822485,1579.77,1683.9,1856.7,2566
"90",1991.38300161377,1572.58,1679.2,1856.7,2549.5
"91",1991.38730500269,1568.09,1673.9,1841.5,2527.8
"92",1991.39160839161,1578.21,1683.9,1846.9,2540.9
"93",1991.39591178053,1573.94,1688.4,1836.1,2534.2
"94",1991.40021516945,1582.06,1693.9,1838.6,2538
"95",1991.40451855836,1610.18,1720.9,1857.6,2559
"96",1991.40882194728,1605.16,1717.9,1857.6,2554.9
"97",1991.4131253362,1623.84,1733.6,1858.4,2575.5
"98",1991.41742872512,1615.26,1729.7,1846.8,2546.5
"99",1991.42173211404,1627.08,1735.6,1868.5,2561.6
"100",1991.42603550296,1626.97,1734.1,1863.2,2546.6
"101",1991.43033889188,1605.7,1699.3,1808.3,2502.9
"102",1991.4346422808,1589.7,1678.6,1765.1,2463.1
"103",1991.43894566971,1589.7,1675.5,1763.5,2472.6
"104",1991.44324905863,1603.26,1670.1,1766,2463.5
"105",1991.44755244755,1599.75,1652.2,1741.3,2446.3
"106",1991.45185583647,1590.86,1635,1743.3,2456.2
"107",1991.45615922539,1603.5,1654.9,1769,2471.5
"108",1991.46046261431,1589.86,1642,1757.9,2447.5
"109",1991.46476600323,1587.92,1638.7,1754.9,2428.6
"110",1991.46906939215,1571.06,1622.6,1739.7,2420.2
"111",1991.47337278107,1549.81,1596.1,1708.8,2414.9
"112",1991.47767616998,1549.36,1612.4,1722.2,2420.2
"113",1991.4819795589,1554.65,1625,1713.9,2423.8
"114",1991.48628294782,1557.52,1610.5,1703.2,2407
"115",1991.49058633674,1555.31,1606.6,1685.7,2388.7
"116",1991.49488972566,1559.76,1610.7,1663.4,2409.6
"117",1991.49919311458,1548.44,1603.1,1636.9,2392
"118",1991.5034965035,1543.99,1591.5,1645.6,2380.2
"119",1991.50779989242,1550.21,1605.2,1671.6,2423.3
"120",1991.51210328133,1557.03,1621.4,1688.3,2451.6
"121",1991.51640667025,1551.78,1622.5,1696.8,2440.8
"122",1991.52071005917,1562.89,1626.6,1711.7,2432.9
"123",1991.52501344809,1570.28,1627.4,1706.2,2413.6
"124",1991.52931683701,1559.26,1614.9,1684.2,2391.6
"125",1991.53362022593,1545.87,1602.3,1648.5,2358.1
"126",1991.53792361485,1542.77,1598.3,1633.6,2345.4
"127",1991.54222700377,1542.77,1627,1699.1,2384.4
"128",1991.54653039268,1542.77,1627,1699.1,2384.4
"129",1991.5508337816,1542.77,1627,1722.5,2384.4
"130",1991.55513717052,1564.27,1655.7,1720.7,2418.7
"131",1991.55944055944,1577.26,1670.1,1741.9,2420
"132",1991.56374394836,1577.26,1670.1,1765.7,2493.1
"133",1991.56804733728,1577.26,1670.1,1765.7,2493.1
"134",1991.5723507262,1598.19,1670.1,1749.9,2492.8
"135",1991.57665411512,1604.05,1704,1770.3,2504.1
"136",1991.58095750403,1604.69,1711.8,1787.6,2493.2
"137",1991.58526089295,1593.65,1700.5,1778.7,2482.9
"138",1991.58956428187,1581.68,1690.3,1785.6,2467.1
"139",1991.59386767079,1599.14,1715.4,1833.9,2497.9
"140",1991.59817105971,1613.82,1723.5,1837.4,2477.9
"141",1991.60247444863,1620.45,1719.4,1824.3,2490.1
"142",1991.60677783755,1629.51,1734.4,1843.8,2516.3
"143",1991.61108122647,1663.7,1772.8,1873.6,2537.1
"144",1991.61538461538,1664.09,1760.3,1860.2,2541.6
"145",1991.6196880043,1669.29,1747.2,1860.2,2536.7
"146",1991.62399139322,1685.14,1750.2,1865.9,2544.9
"147",1991.62829478214,1687.07,1755.3,1867.9,2543.4
"148",1991.63259817106,1680.13,1754.6,1841.3,2522
"149",1991.63690155998,1671.84,1751.2,1838.7,2525.3
"150",1991.6412049489,1669.52,1752.5,1849.9,2510.4
"151",1991.64550833782,1686.71,1769.4,1869.3,2539.9
"152",1991.64981172673,1685.51,1767.6,1890.6,2552
"153",1991.65411511565,1671.01,1750,1879.6,2546.5
"154",1991.65841850457,1683.06,1747.1,1873.9,2550.8
"155",1991.66272189349,1685.7,1753.5,1875.3,2571.2
"156",1991.66702528241,1685.66,1752.8,1857,2560.2
"157",1991.67132867133,1678.77,1752.9,1856.5,2556.8
"158",1991.67563206025,1685.85,1764.7,1865.8,2547.1
"159",1991.67993544917,1683.71,1776.8,1860.6,2534.3
"160",1991.68423883809,1686.59,1779.3,1861.6,2517.2
"161",1991.688542227,1683.73,1785.1,1865.6,2538.4
"162",1991.69284561592,1679.14,1798.2,1864.1,2537.1
"163",1991.69714900484,1685.03,1794.1,1861.6,2523.7
"164",1991.70145239376,1680.81,1795.2,1876.5,2522.6
"165",1991.70575578268,1676.17,1780.4,1865.1,2513.9
"166",1991.7100591716,1688.46,1789.5,1882.1,2541
"167",1991.71436256052,1696.55,1794.2,1912.2,2555.9
"168",1991.71866594944,1690.24,1784.4,1915.4,2536.7
"169",1991.72296933835,1711.35,1800.1,1951.2,2543.4
"170",1991.72727272727,1711.29,1804,1962.4,2542.3
"171",1991.73157611619,1729.86,1816.2,1976.5,2559.7
"172",1991.73587950511,1716.63,1810.5,1953.5,2546.8
"173",1991.74018289403,1743.36,1821.9,1981.3,2565
"174",1991.74448628295,1745.17,1828.2,1985.1,2562
"175",1991.74878967187,1746.76,1840.6,1983.4,2562.1
"176",1991.75309306079,1749.29,1841.1,1979.7,2554.3
"177",1991.7573964497,1763.86,1846.3,1983.8,2565.4
"178",1991.76169983862,1762.27,1850,1988.1,2558.4
"179",1991.76600322754,1762.29,1839,1973,2538.3
"180",1991.77030661646,1746.77,1820.2,1966.9,2533.1
"181",1991.77461000538,1753.5,1815.2,1976.3,2550.7
"182",1991.7789133943,1753.21,1820.6,1993.9,2574.8
"183",1991.78321678322,1739.88,1807.1,1968,2522.4
"184",1991.78752017214,1723.92,1791.4,1941.8,2493.3
"185",1991.79182356105,1734.42,1806.2,1947.1,2476
"186",1991.79612694997,1723.13,1798.7,1929.2,2470.7
"187",1991.80043033889,1732.92,1818.2,1943.6,2491.2
"188",1991.80473372781,1729.89,1820.5,1928.2,2464.7
"189",1991.80903711673,1725.74,1833.3,1922,2467.6
"190",1991.81334050565,1730.9,1837.1,1919.1,2456.6
"191",1991.81764389457,1714.17,1818.2,1884.6,2441
"192",1991.82194728349,1716.2,1824.1,1896.3,2458.7
"193",1991.8262506724,1719.06,1830.1,1928.3,2464.9
"194",1991.83055406132,1718.21,1835.6,1934.8,2472.2
"195",1991.83485745024,1698.84,1828.7,1923.5,2447.9
"196",1991.83916083916,1714.76,1839.2,1943.8,2452.9
"197",1991.84346422808,1718.35,1837.2,1942.4,2440.1
"198",1991.847767617,1706.69,1826.7,1928.1,2408.6
"199",1991.85207100592,1723.37,1838,1942,2405.4
"200",1991.85637439484,1716.18,1829.1,1942.7,2382.7
"201",1991.86067778375,1738.78,1843.1,1974.8,2400.9
"202",1991.86498117267,1737.41,1850.5,1975.4,2404.2
"203",1991.86928456159,1714.77,1827.1,1907.5,2393.2
"204",1991.87358795051,1724.24,1829.1,1943.6,2436.4
"205",1991.87789133943,1733.77,1848,1974.1,2572.6
"206",1991.88219472835,1729.96,1840.5,1963.3,2591
"207",1991.88649811727,1734.46,1853.8,1972.3,2600.5
"208",1991.89080150619,1744.35,1874.1,1990.7,2640.2
"209",1991.8951048951,1746.88,1871.3,1978.2,2638.6
"210",1991.89940828402,1746.88,1871.3,1978.2,2638.6
"211",1991.90371167294,1746.88,1871.3,1978.2,2638.6
"212",1991.90801506186,1747.47,1860.5,1980.4,2625.8
"213",1991.91231845078,1753.1,1874.7,1983.7,2607.8
"214",1991.9166218397,1745.17,1880.1,1978.1,2609.8
"215",1991.92092522862,1745.72,1874.7,1984.9,2643
"216",1991.92522861754,1742.92,1875.6,1995.7,2658.2
"217",1991.92953200646,1731.68,1859.5,2006.6,2651
"218",1991.93383539537,1731.18,1874.2,2036.7,2664.9
"219",1991.93813878429,1728.09,1880.1,2031.1,2654.1
"220",1991.94244217321,1728.09,1880.1,2031.1,2659.8
"221",1991.94674556213,1731.29,1907.7,2041.6,2659.8
"222",1991.95104895105,1733.82,1920.5,2046.9,2662.2
"223",1991.95535233997,1745.78,1937.3,2047.2,2698.7
"224",1991.95965572889,1752.57,1936.8,2063.4,2701.9
"225",1991.96395911781,1748.13,1949.1,2063.4,2725.7
"226",1991.96826250672,1750.7,1963.7,2077.5,2737.8
"227",1991.97256589564,1747.91,1950.8,2063.6,2722.4
"228",1991.97686928456,1745.79,1953.5,2053.2,2720.5
"229",1991.98117267348,1735.34,1945,2017,2694.7
"230",1991.9854760624,1719.92,1921.1,2024,2682.6
"231",1991.98977945132,1763.59,1939.1,2051.6,2703.6
"232",1991.99408284024,1766.76,1928,2023.1,2700.6
"233",1991.99838622916,1785.4,1933.4,2030.8,2711.9
"234",1992.00268961807,1783.56,1925.7,2016.8,2702
"235",1992.00699300699,1804.42,1931.7,2045.1,2715
"236",1992.01129639591,1812.33,1928.7,2046.3,2715
"237",1992.01559978483,1799.51,1924.5,2029.6,2704.6
"238",1992.01990317375,1792.8,1914.2,2014.1,2698.6
"239",1992.02420656267,1792.8,1914.2,2014.1,2694.2
"240",1992.02850995159,1806.36,1920.6,2033.3,2707.6
"241",1992.03281334051,1798.23,1923.3,2017.4,2697.6
"242",1992.03711672942,1800.62,1930.4,2024.9,2705.9
"243",1992.04142011834,1786.19,1915.2,1992.6,2680.9
"244",1992.04572350726,1791.35,1916.9,1994.9,2681.9
"245",1992.05002689618,1789.05,1913.8,1981.6,2668.5
"246",1992.0543302851,1789.05,1913.8,1981.6,2645.8
"247",1992.05863367402,1784.71,1899.7,1962.2,2635.4
"248",1992.06293706294,1789.45,1888,1953.7,2636.1
"249",1992.06724045186,1779.74,1868.8,1928.8,2614.1
"250",1992.07154384077,1786.97,1879.9,1928.3,2603.7
"251",1992.07584722969,1773.25,1865.7,1918.1,2593.6
"252",1992.08015061861,1781.62,1881.3,1931.4,2616.3
"253",1992.08445400753,1773.75,1873.1,1908.8,2598.4
"254",1992.08875739645,1773.75,1862.5,1891.8,2562.7
"255",1992.09306078537,1776.34,1869.3,1913.9,2584.8
"256",1992.09736417429,1770.72,1846.9,1885.8,2550.3
"257",1992.10166756321,1772.39,1847.1,1895.8,2560.6
"258",1992.10597095212,1762.55,1838.3,1899.6,2532.6
"259",1992.11027434104,1764.35,1845.8,1920.3,2557.3
"260",1992.11457772996,1752.83,1835.5,1915.3,2534.1
"261",1992.11888111888,1755.98,1846.6,1907.3,2515.8
"262",1992.1231845078,1754.95,1854.8,1900.6,2521.2
"263",1992.12748789672,1759.9,1845.3,1880.9,2493.9
"264",1992.13179128564,1759.84,1854.5,1873.5,2476.1
"265",1992.13609467456,1776.5,1870.5,1883.6,2497.1
"266",1992.14039806348,1769.98,1862.6,1868.5,2469
"267",1992.14470145239,1766.98,1856.6,1879.1,2493.7
"268",1992.14900484131,1752.29,1837.6,1847.8,2472.6
"269",1992.15330823023,1760.17,1846.7,1861.8,2497.9
"270",1992.15761161915,1750.32,1856.5,1859.4,2490.8
"271",1992.16191500807,1731.44,1841.8,1859.4,2478.3
"272",1992.16621839699,1735.51,1835,1859.4,2484
"273",1992.17052178591,1733.84,1844.4,1853.3,2486.4
"274",1992.17482517483,1730.78,1838.9,1851.2,2483.4
"275",1992.17912856374,1699.46,1805.6,1801.8,2431.9
"276",1992.18343195266,1652.71,1756.6,1767.9,2403.7
"277",1992.18773534158,1654.09,1786.1,1762.7,2415.6
"278",1992.1920387305,1636.81,1757.1,1727.5,2387.9
"279",1992.19634211942,1622.81,1762.8,1734.6,2399.5
"280",1992.20064550834,1613.36,1756.8,1734.6,2377.2
"281",1992.20494889726,1617.78,1761.9,1755.4,2348
"282",1992.20925228618,1617.18,1778.5,1769,2373.4
"283",1992.21355567509,1637.62,1812.7,1801.6,2423.2
"284",1992.21785906401,1622.2,1806.1,1782.6,2411.6
"285",1992.22216245293,1608.49,1798.1,1754.7,2399.6
"286",1992.22646584185,1605.11,1794.9,1784.4,2420.2
"287",1992.23076923077,1609.61,1805.4,1787.6,2407.5
"288",1992.23507261969,1624.94,1820.3,1798,2392.8
"289",1992.23937600861,1618.07,1819.6,1793.8,2377.6
"290",1992.24367939753,1611.96,1809.6,1777.3,2350.1
"291",1992.24798278644,1578.95,1799.9,1755.2,2325.7
"292",1992.25228617536,1561.39,1800.3,1737.8,2309.6
"293",1992.25658956428,1547.87,1793.3,1730.1,2303.1
"294",1992.2608929532,1548.63,1784.8,1722.4,2318
"295",1992.26519634212,1560.16,1791.7,1753.5,2356.8
"296",1992.26949973104,1554.76,1800.2,1757.3,2376.1
"297",1992.27380311996,1531.87,1788.6,1736.7,2354.7
"298",1992.27810650888,1526.14,1775.7,1734.2,2363.5
"299",1992.28240989779,1509.03,1753.5,1724.2,2359.4
"300",1992.28671328671,1530.03,1768.2,1744.2,2365.7
"301",1992.29101667563,1484.97,1727.9,1689.7,2311.1
"302",1992.29532006455,1464.03,1709.6,1667.7,2281
"303",1992.29962345347,1475.11,1704.6,1667.8,2285
"304",1992.30392684239,1516.12,1740.6,1687.6,2311.6
"305",1992.30823023131,1519.69,1745.7,1687.5,2312.6
"306",1992.31253362023,1529.97,1751.7,1684.9,2312.6
"307",1992.31683700914,1516.44,1747.3,1674.2,2298.4
"308",1992.32114039806,1515.53,1757.8,1711.4,2313
"309",1992.32544378698,1543.89,1774.2,1780.5,2381.9
"310",1992.3297471759,1534.72,1774.4,1779,2362.2
"311",1992.33405056482,1538.66,1788.3,1779.3,2372.2
"312",1992.33835395374,1536.71,1788,1763.7,2337.7
"313",1992.34265734266,1523.83,1779.1,1756.8,2327.5
"314",1992.34696073158,1527.1,1792.8,1774.2,2340.6
"315",1992.35126412049,1530.2,1812,1802,2370.9
"316",1992.35556750941,1601.5,1872.1,1873.6,2422.1
"317",1992.35987089833,1580.29,1851.4,1836.2,2370
"318",1992.36417428725,1595.09,1873.4,1859.8,2378.3
"319",1992.36847767617,1579.47,1889.6,1852.7,2483.9
"320",1992.37278106509,1600.59,1897.5,1882.9,2567
"321",1992.37708445401,1566,1888.8,1826.1,2560.1
"322",1992.38138784293,1557.01,1900.4,1832.8,2586
"323",1992.38569123185,1542.74,1913.4,1828.9,2580.5
"324",1992.38999462076,1536.3,1909.9,1829.5,2621.2
"325",1992.39429800968,1510.66,1910.8,1843.5,2601
"326",1992.3986013986,1481.03,1879.2,1770.3,2560
"327",1992.40290478752,1483.83,1880.2,1731.9,2565.5
"328",1992.40720817644,1470.09,1878.3,1736.7,2553
"329",1992.41151156536,1484.78,1885.2,1724,2572.3
"330",1992.41581495428,1475.41,1867.6,1683.3,2549.7
"331",1992.4201183432,1402.34,1788,1611,2446.3
"332",1992.42442173211,1421.49,1820.5,1612.5,2488.4
"333",1992.42872512103,1434.61,1858.2,1654.2,2517.1
"334",1992.43302850995,1446.32,1870.3,1673.9,2538.8
"335",1992.43733189887,1437.65,1878.4,1657.3,2541.2
"336",1992.44163528779,1441.57,1881.5,1655.1,2557.2
"337",1992.44593867671,1471.64,1893.2,1685.1,2584.7
"338",1992.45024206563,1453.95,1889.3,1667.9,2574.7
"339",1992.45454545455,1453.79,1877.3,1650,2546.6
"340",1992.45884884346,1458.02,1884,1664.2,2563.9
"341",1992.46315223238,1479.59,1904.7,1679.1,2562.2
"342",1992.4674556213,1504.89,1922.7,1731.3,2617
"343",1992.47175901022,1496.54,1908.5,1722.2,2645.7
"344",1992.47606239914,1511,1911.4,1730.7,2658.1
"345",1992.48036578806,1528.86,1921.1,1766.4,2669.7
"346",1992.48466917698,1534.02,1930.8,1770.7,2661.6
"347",1992.4889725659,1536.6,1927.8,1774.5,2669.8
"348",1992.49327595481,1508.19,1908.3,1749.9,2650.4
"349",1992.49757934373,1493.54,1905.9,1730.9,2642.3
"350",1992.50188273265,1489.68,1911.1,1742.4,2658.3
"351",1992.50618612157,1482.44,1921.6,1742.4,2687.8
"352",1992.51048951049,1483.34,1933.6,1786.9,2705.6
"353",1992.51479289941,1470.57,1942,1804.1,2691.7
"354",1992.51909628833,1484.84,1951.5,1804.7,2711.1
"355",1992.52339967725,1487.71,1955.7,1793.6,2702.7
"356",1992.52770306616,1508.63,1957.4,1786.7,2695.4
"357",1992.53200645508,1515.27,1962.3,1798.5,2714.6
"358",1992.536309844,1509.84,1946.1,1798.5,2696.8
"359",1992.54061323292,1542.28,1950.2,1821.5,2726.4
"360",1992.54491662184,1541.79,1929.7,1796.8,2697.5
"361",1992.54922001076,1542.48,1913.4,1772.7,2679.6
"362",1992.55352339968,1550.27,1889.5,1764.4,2679.2
"363",1992.5578267886,1550.27,1882.8,1759.2,2704
"364",1992.56213017751,1543.37,1895.4,1722.3,2706.2
"365",1992.56643356643,1547.84,1897.9,1724.2,2732.4
"366",1992.57073695535,1523.62,1891.5,1674.8,2722.9
"367",1992.57504034427,1526.68,1880.1,1720.6,2727.1
"368",1992.57934373319,1513.42,1887,1721,2709.6
"369",1992.58364712211,1523.02,1891.4,1739.7,2741.8
"370",1992.58795051103,1529.69,1914.6,1749.7,2760.1
"371",1992.59225389995,1545.12,1931.2,1771.4,2778.8
"372",1992.59655728886,1546.82,1929.2,1792.3,2792
"373",1992.60086067778,1528.12,1924.3,1783.3,2764.1
"374",1992.6051640667,1530.65,1927,1799.4,2771
"375",1992.60946745562,1526.25,1935,1781.7,2759.4
"376",1992.61377084454,1519.48,1955.4,1788.6,2754.5
